filename,width,height,class,xmin,ymin,xmax,ymax
EZAOXT9YPEH7_jpg.rf.f546415506e12a22ed72a7fe7a366939.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,17,7,403,414
DV8QEFUQCUMU_jpg.rf.f79e0fefa7a5e63ac242092c218b2421.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,11,0,414,414
6XRR0WPT5RT3_jpg.rf.f34ac15816c728b59222a7e43985ef79.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,9,73,409,394
GXYLFJHTWTO2_jpg.rf.f6bc5b45cfe215f4321126735e4ac625.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,1,0,403,415
K4I75RC6T0P0_jpg.rf.f1e2086d8958ed587794eb05fd4b5a0f.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,89,66,388,367
EH9QHKZ907K6_jpg.rf.f6376726b18618ace0b24ed29d590133.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,0,61,415,415
D7BLISY2OGGZ_jpg.rf.f8462be552e48a05df96e7c115a474e8.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,2,18,378,414
5BEDNW6XRTIT_jpg.rf.f7fcf6e59709cef66a8cdb3a42a884be.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,131,107,321,331
C0NWQKMNXG5K_jpg.rf.f6ca6a9b3e3242d0a614fa0899028874.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,22,0,369,414
8HRMBHIYMYNU_jpg.rf.f690f807f231665e36c9fca28007fc58.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,16,1,410,415
A5VI2TPQM5DW_jpg.rf.f3d58b13f516dcd2c43e7b14185270e5.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,40,80,403,409
GKILU6XBNI0I_jpg.rf.f54744e134cb87a0811694bf62aff1dd.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,107,74,317,363
C0PHHAH06MJQ_jpg.rf.f8102f2d8fd6088781640edc2e16c438.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,46,48,384,341
48KBK4OHHXIH_jpg.rf.f4297f98ad41913f8ee99ba723cd07a8.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,0,26,415,415
FBCVB5TZELS4_jpg.rf.f6574a024b43b6a77a90b8400d2da0cc.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,80,50,367,386
A110ZPDISQ2I_jpg.rf.f658f9616b19511c1ecfcdd56fcc3584.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,3,52,400,409
GKILU6XBNI0I_jpg.rf.f614217193d190a3557c220de131f4cb.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,116,68,322,350
62V7906UH8UK_jpg.rf.f61ad793eed684935cedef68774712ec.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,1,3,415,414
JWV5GCZHORSJ_jpg.rf.f84abb539f636c5d6cbbb272bde1d33a.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,33,57,347,382
BMIPYHSV996K_jpg.rf.f97a2039b34467224d23e0693f89e7f7.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,2,62,261,301
FMZJ9SR9ZO7J_jpg.rf.f6591cec312a2ba5cdbeceb4344aa9ee.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,7,19,414,388
6IWJ5BMEAKBE_jpg.rf.f87ce43ac4782c9f18662523c075fe46.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,2,18,412,359
QA8U5UZ5C78I_jpg.rf.f45611ba2b8b532a100f30d14e404d17.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,7,2,414,352
5W5XOXJC9RN3_jpg.rf.f9e91a64b3535fe4d3bc69210bd455be.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,57,103,390,316
IQ0KSS0EH6ZV_jpg.rf.fb327c5db9e3fa64f61f795b269b6648.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,50,72,386,414
FSAFCA9FEH53_jpg.rf.fbb19c5e219a3f241817e93934ae0286.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,11,69,407,385
C0NWQKMNXG5K_jpg.rf.fb385d7c9c0c86941f0b6619788c189f.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,43,4,357,415
K81QUL1XP1FW_jpg.rf.f502c45ed9d7ecec95c47c2ba569fa37.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,48,94,345,346
KDGAU34CZZGN_jpg.rf.fb17c54f1300c77f8901683d691758bd.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,2,13,414,402
DN45JE4MM49A_jpg.rf.f802504196519614f0586faf1e2f156e.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,23,23,414,398
K4WDWW64BCAB_jpg.rf.fcbc725619e334608b0a7988264617f7.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,62,71,384,414
MC16WWUTPIJO_jpg.rf.facf5b430fd01dffbfefb1558eb7542c.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,59,42,359,393
CU3PBAIY3PLI_jpg.rf.fbe327887325df8739147b0f7f0cec4b.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,44,0,354,414
FAD7KH2KQXH7_jpg.rf.fccf6d2a1a02b2ee3bd01c4ce16046d4.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,2,0,358,414
HOCQ4I3V8NYO_jpg.rf.fc0ed80a9e6a906f618c0d7d1cc5b6ba.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,6,58,415,387
JIQ98Q2K9ZZH_jpg.rf.fb491516a9b11ee3c2989b983f66e6ec.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,2,102,279,415
6YMDYMCDO9E6_jpg.rf.fc0607103bc6ef2d9564495dabbb4577.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,2,16,415,415
P75W5JFJ3OR3_jpg.rf.fce32e94d50990c9a3594053500c60f3.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,2,36,414,411
5IT7GJ633OB5_jpg.rf.fbd880d85d58ded19e476b16e1323fac.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,1,66,406,396
L5SPY49YQVK9_jpg.rf.f7c067798e8b981861b90f4760252cd3.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,66,78,360,230
MTVMBUFADZ06_jpg.rf.fc6cf04bb49d3e18db78b0aa842e3db7.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,107,154,323,361
11M8YGAWNSL4_jpg.rf.fb277244864c4c6284671b15930346d9.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,18,160,356,414
K7HLNX576V17_jpg.rf.fe30f3e0b23f4d64a0659281f42fff7a.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,1,71,405,314
5BN2HRM1K0OR_jpg.rf.feb002dc90665a635cdd99186b839912.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,60,61,338,333
DIBZVPTP0HYA_jpg.rf.fe213c34480c8b1e601b03c4f0bab4f2.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,17,84,366,370
9CGGT5ZB8D7M_jpg.rf.f9d941382b66b5048b71b635f622e18d.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,42,14,372,414
C4ZIBWJTRM2P_jpg.rf.fd75e1e4be3eeaea3173fde812df9f7b.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,5,9,414,415
52B7ZZYV1TFK_jpg.rf.ff1cd0561357920d4bb891bc22a3a4c5.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,91,119,349,341
C6R5M8DR0E9L_jpg.rf.fdc2156d95f3386a1a9c0dd6a0ff206c.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,32,63,391,363
J9HM4UNV0D5A_jpg.rf.fe2073ef959a0a7a0a90cba68f95ce6f.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,0,0,414,414
QVVK4HE7DFN1_jpg.rf.ffefb1911f77329c715e786219d2e1eb.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,9,2,415,414
I5VK1ZQDQ8ZK_jpg.rf.ffe51bdffa456ed0796424df51835ebe.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,1,0,415,416
E4WENXI8UL78_jpg.rf.ff6838c3f0116616434ada4ed60340e0.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,42,40,408,372
QNEYFRWQ59NW_jpg.rf.febab987cd0bdc228f1a115ba8a80d68.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,2,37,415,415
AR2QNKWW6MBE_jpg.rf.736af7ef1d46752376940f19e3de5ca9.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,2,73,414,395
9A3N7G8EJ16T_jpg.rf.706de976d4763c2c0f400fb98a502b7d.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,0,42,327,414
KTG3T30RWUD9_jpg.rf.6fe5168470b8a8a6c164ef8481afae7c.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,17,88,402,414
QNEYFRWQ59NW_jpg.rf.762e9cdb713f07c0a64b93b77f55e9ea.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,0,31,415,415
HCY4V1JQN8XE_jpg.rf.7383adf424e6f21b3420a23d6ef33b49.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,120,52,383,392
MSVEG0H74TWF_jpg.rf.76156fb30b7c9062d27e97842a475bc4.jpg,416,416,Fruit salad-130kcal- Shrimp salad-142kcal- vegetable salad-148kcal- chicken salad-220kcal- sweet pumpkin salad-180kcal- sweet potato salad-190kcal- Potato salad-262kcal- Tuna salad-205kcal-,7,62,415,320
